race,feature,feature_description,category,min,max,mean,is_binary
Asian,X23130.0.0,Trunk predicted mass,Body composition by impedance,12.1,49.5,26.52323600973236,NA
Asian,X404,Duration to first press of snap-button in each round (averaged from 4 repeats),Reaction time,97.75,2023.75,613.1535634630982,NA
Asian,X403,Number of times snap-button pressed (averaged from 12 repeats),Reaction time,0,24.4166666666667,0.5480535279805352,NA
Asian,X400,Time to complete round (averaged from 2 repeats),Pairs matching,61,6481,267.1191200324412,FALSE
Asian,X399,Number of incorrect matches in round (averaged from 2 repeats),Pairs matching,0,97,2.775141930251419,NA
Asian,X398,Number of correct matches in round (averaged from 2 repeats),Pairs matching,0,4.5,3.65779602595296,FALSE
Asian,X3064,"Peak expiratory flow (PEF, maximum values from 2 measurments)",Spirometry,11,1237,355.3812854825629,NA
Asian,X4080,"Systolic blood pressure, automated reading  (averaged from 2 repeats)",Blood pressure,65,241,134.9557481751825,NA
Asian,X4079,"Diastolic blood pressure, automated reading  (averaged from 2 repeats)",Blood pressure,42.5,130.5,82.46867396593674,NA
Asian,X102,"Pulse rate, automated reading  (averaged from 2 repeats)",Blood pressure,37,126,71.15176399026764,NA
Asian,X20023.0.0,Mean time to correctly identify matches,Reaction time,78,1889,617.1997161394971,NA
Asian,X23099.0.0,Body fat percentage,Body composition by impedance,5,64.3,31.56830900243309,NA
Asian,X23100.0.0,Whole body fat mass,Body composition by impedance,5,89.5,23.347090429845903,NA
Asian,X23102.0.0,Whole body water mass,Body composition by impedance,18.9,78.6,36.557917680454175,NA
Asian,X23105.0.0,Basal metabolic rate,Body composition by impedance,3364,13761,6229.872566909976,NA
Asian,X23106.0.0,Impedance of whole body,Body composition by impedance,72,993,629.9589416058394,NA
Asian,X23107.0.0,Impedance of leg (right),Body composition by impedance,100,890,259.77544606650446,NA
Asian,X23108.0.0,Impedance of leg (left),Body composition by impedance,100,731,260.87540551500405,NA
Asian,X23109.0.0,Impedance of arm (right),Body composition by impedance,107,775,342.0902270884023,NA
Asian,X23110.0.0,Impedance of arm (left),Body composition by impedance,201,816,347.31133414436334,NA
Asian,X23111.0.0,Leg fat percentage (right),Body composition by impedance,1.4,63.9,31.37691605839416,NA
Asian,X23112.0.0,Leg fat mass (right),Body composition by impedance,0.3,19.4,3.975831305758313,NA
Asian,X23113.0.0,Leg fat-free mass (right),Body composition by impedance,4,23.8,8.54742497972425,NA
Asian,X23115.0.0,Leg fat percentage (left),Body composition by impedance,4.2,65,31.18404298459043,NA
Asian,X23116.0.0,Leg fat mass (left),Body composition by impedance,0.4,19.9,3.9057177615571774,NA
Asian,X23117.0.0,Leg fat-free mass (left),Body composition by impedance,4.1,23.3,8.464243714517439,NA
Asian,X23119.0.0,Arm fat percentage (right),Body composition by impedance,5.8,70.2,29.996076642335765,NA
Asian,X23120.0.0,Arm fat mass (right),Body composition by impedance,0.1,12.6,1.1639497161394974,NA
Asian,X23121.0.0,Arm fat-free mass (right),Body composition by impedance,1.2,6.8,2.6870032441200324,NA
Asian,X23122.0.0,Arm predicted mass (right),Body composition by impedance,1.1,7,2.517457420924574,NA
Asian,X23123.0.0,Arm fat percentage (left),Body composition by impedance,6.1,74,30.78806772100568,NA
Asian,X23124.0.0,Arm fat mass (left),Body composition by impedance,0.1,14.5,1.234083536090835,NA
Asian,X23125.0.0,Arm fat-free mass (left),Body composition by impedance,1.2,7.3,2.7068126520681264,NA
Asian,X23126.0.0,Arm predicted mass (left),Body composition by impedance,1.1,6.4,2.535938767234388,NA
Asian,X23127.0.0,Trunk fat percentage,Body composition by impedance,3,69,31.7713098134631,NA
Asian,X23128.0.0,Trunk fat mass,Body composition by impedance,0.5,43.6,13.090723844282238,NA
Asian,X23129.0.0,Trunk fat-free mass,Body composition by impedance,10.4,56.5,27.56956609894566,NA
Asian,X48.0.0,Waist circumference,Body size measures,56,165,91.44620437956203,FALSE
Asian,X49.0.0,Hip circumference,Body size measures,73,170,101.16728507704784,NA
Asian,X50.0.0,Standing height,Body size measures,128,194,164.01497364152473,NA
Asian,X51.0.0,Seated height,Body size measures,101,154,131.7097931873479,NA
Asian,X3077.0.0,Seating box height,Body size measures,30,50,46.13442822384428,FALSE
Asian,X20015.0.0,Sitting height,Body size measures,56,118,85.57536496350365,FALSE
Asian,X21001.0.0,Body mass index (BMI),Body size measures,14.8744,68.3194,27.183135421735606,NA
Asian,X21002.0.0,Weight,Body size measures,30.1,173.4,73.28862530413625,NA
Asian,X46.0.0,Hand grip strength (left),Hand grip strength,0,70,25.842153284671532,NA
Asian,X47.0.0,Hand grip strength (right),Hand grip strength,0,70,27.63270478507705,FALSE
Asian,X20150.0.0,"Forced expiratory volume in 1-second (FEV1), Best measure",Spirometry,0.21,6.93,2.497483779399838,NA
Asian,X20151.0.0,"Forced vital capacity (FVC), Best measure",Spirometry,0.33,7.45,3.327342862935929,NA
Asian,X30600.0.0,Albumin,Blood biochemistry,20.65,56.28,44.86080798864558,NA
Asian,X30610.0.0,Alkaline phosphatase,Blood biochemistry,30.3,427,88.38044403892944,NA
Asian,X30620.0.0,Alanine aminotransferase,Blood biochemistry,4.2,302.17,24.47450628548256,FALSE
Asian,X30630.0.0,Apolipoprotein A,Blood biochemistry,0.687,2.492,1.414162206001622,NA
Asian,X30640.0.0,Apolipoprotein B,Blood biochemistry,0.402,2,1.0031633211678832,NA
Asian,X30650.0.0,Aspartate aminotransferase,Blood biochemistry,10.1,338.3,26.422769667477695,FALSE
Asian,X30660.0.0,Direct bilirubin,Blood biochemistry,1,27.46,1.7175435928629357,NA
Asian,X30670.0.0,Urea,Blood biochemistry,1.17,30.12,5.002301297648013,NA
Asian,X30680.0.0,Calcium,Blood biochemistry,1.84,2.986,2.374511151662611,FALSE
Asian,X30690.0.0,Cholesterol,Blood biochemistry,2.04,10.611,5.339307278994323,NA
Asian,X30700.0.0,Creatinine,Blood biochemistry,14.3,1068.9,71.61028994322788,NA
Asian,X30710.0.0,C-reactive protein,Blood biochemistry,0.08,63.11,2.8090622465531228,NA
Asian,X30720.0.0,Cystatin C,Blood biochemistry,0.4,6.923,0.9506349351175992,NA
Asian,X30730.0.0,Gamma glutamyltransferase,Blood biochemistry,6.4,1016.5,36.90503852392539,NA
Asian,X30740.0.0,Glucose,Blood biochemistry,2.124,34.478,5.408346411192214,NA
Asian,X30750.0.0,Glycated haemoglobin (HbA1c),Blood biochemistry,16.1,132.2,40.48179237631792,NA
Asian,X30760.0.0,HDL cholesterol,Blood biochemistry,0.356,4.129,1.2730139902676398,NA
Asian,X30770.0.0,Insulin-like Growth Factor 1 (IGF-1),Blood biochemistry,2.937,92.686,20.569896999188973,FALSE
Asian,X30780.0.0,LDL direct,Blood biochemistry,0.97,7.303,3.363348236009732,NA
Asian,X30790.0.0,Lipoprotein A,Blood biochemistry,3.8,189,46.81940389294404,NA
Asian,X30810.0.0,Phosphate,Blood biochemistry,0.508,2.078,1.1901675790754258,NA
Asian,X30830.0.0,Sex hormone-binding globulin (SHBG),Blood biochemistry,0.85,233.3,41.66658049472831,FALSE
Asian,X30840.0.0,Total bilirubin,Blood biochemistry,1.66,64.08,8.873336374695864,NA
Asian,X30850.0.0,Testosterone,Blood biochemistry,0.35,32.13,6.619870336577454,NA
Asian,X30860.0.0,Total protein,Blood biochemistry,42.78,99.02,74.8204389699919,NA
Asian,X30870.0.0,Triglycerides,Blood biochemistry,0.257,11.266,1.9522255677210056,FALSE
Asian,X30880.0.0,Urate,Blood biochemistry,94,732.8,317.0574817518248,FALSE
Asian,X30890.0.0,Vitamin D,Blood biochemistry,10,297,29.254004460665044,FALSE
Asian,X30000.0.0,White blood cell (leukocyte) count,Blood count,1.59,24.1,7.316321978913219,NA
Asian,X30010.0.0,Red blood cell (erythrocyte) count,Blood count,2.239,7.84,4.712290247364153,NA
Asian,X30020.0.0,Haemoglobin concentration,Blood count,6.93,19.46,13.948930454176804,NA
Asian,X30030.0.0,Haematocrit percentage,Blood count,22.24,60.2,40.81487935928629,NA
Asian,X30040.0.0,Mean corpuscular volume,Blood count,53.17,128.8,86.91893856447687,NA
Asian,X30050.0.0,Mean corpuscular haemoglobin,Blood count,16.12,63.23,29.73090531224655,NA
Asian,X30060.0.0,Mean corpuscular haemoglobin concentration,Blood count,26.67,63.66,34.17578568532035,NA
Asian,X30070.0.0,Red blood cell (erythrocyte) distribution width,Blood count,10.78,28.39,13.76233171127332,NA
Asian,X30080.0.0,Platelet count,Blood count,13,963.2,256.7176094890511,NA
Asian,X30090.0.0,Plateletcrit,Blood count,0.014,0.88,0.23713473236009736,FALSE
Asian,X30100.0.0,Mean platelet (thrombocyte) volume,Blood count,6.01,15.2,9.384896593673966,NA
Asian,X30110.0.0,Platelet distribution width,Blood count,13.6,19.6,16.5099797242498,NA
Asian,X30120.0.0,Lymphocyte count,Blood count,0.03,17.62,2.267698702351987,NA
Asian,X30130.0.0,Monocyte count,Blood count,0,5.66,0.474014598540146,NA
Asian,X30140.0.0,Neutrophill count,Blood count,0.1,14.79,4.303682076236821,NA
Asian,X30150.0.0,Eosinophill count,Blood count,0,3.59,0.2292234387672344,NA
Asian,X30160.0.0,Basophill count,Blood count,0,1.2,0.0381447688564477,NA
Asian,X30170.0.0,Nucleated red blood cell count,Blood count,0,1,0.00248073803730738,NA
Asian,X30180.0.0,Lymphocyte percentage,Blood count,0.51,87,31.27365875912409,NA
Asian,X30190.0.0,Monocyte percentage,Blood count,0.07,76.7,6.593281630170317,NA
Asian,X30200.0.0,Neutrophill percentage,Blood count,1.12,94.8,58.43193532035685,NA
Asian,X30210.0.0,Eosinophill percentage,Blood count,0,25.74,3.1348864557988647,NA
Asian,X30220.0.0,Basophill percentage,Blood count,0,14.03,0.5663767234387673,NA
Asian,X30230.0.0,Nucleated red blood cell percentage,Blood count,0,15.2,0.03887165450121654,NA
Asian,X30240.0.0,Reticulocyte percentage,Blood count,0.034,41.826,1.3595932684509329,NA
Asian,X30250.0.0,Reticulocyte count,Blood count,0.002,1.932,0.06388503649635037,NA
Asian,X30260.0.0,Mean reticulocyte volume,Blood count,53.34,173.6,105.03673560421734,NA
Asian,X30270.0.0,Mean sphered cell volume,Blood count,49.88,128.83,80.90098134630982,NA
Asian,X30280.0.0,Immature reticulocyte fraction,Blood count,0,0.61,0.29709438361719387,FALSE
Asian,X30290.0.0,High light scatter reticulocyte percentage,Blood count,0,6.336,0.41299300486618,NA
Asian,X30300.0.0,High light scatter reticulocyte count,Blood count,0,0.293,0.01934458637469586,NA
Asian,X30510.0.0,Creatinine (enzymatic) in urine,Urine biochemistry,384,50563,8863.780109489051,FALSE
Asian,X30520.0.0,Potassium in urine,Urine biochemistry,3.2,199.9,55.32760746147608,FALSE
Asian,X30530.0.0,Sodium in urine,Urine biochemistry,10.2,343.9,89.58603000811031,NA
Asian,X1807.0.0,Father's age at death,Family history,1,115,68.34610705596107,NA
Asian,X1873.0.0,Number of full brothers,Family history,0,14,2.391220600162206,NA
Asian,X1883.0.0,Number of full sisters,Family history,0,10,2.1915044606650445,NA
Asian,X87.0.0,Non-cancer illness year/age first occurred,Medical condition,0,2010,827.4639091646391,FALSE
Asian,X92.0.0,Operation year/age first occurred,Operation,0,2010,1474.2303325223031,FALSE
Asian,X134.0.0,Number of self-reported cancers,Medical condition,0,3,0.03152879156528791,NA
Asian,X135.0.0,Number of self-reported non-cancer illnesses,Medical condition,0,20,1.8870640713706408,NA
Asian,X136.0.0,"Number of operations, self-reported",Operation,0,14,1.0793795620437956,NA
Asian,X137.0.0,Number of treatments/medications taken,Medication history,0,26,2.6528791565287917,FALSE
Asian,X2050.0.0,Frequency of depressed mood in last 2 weeks,Mental health,1,4,1.5593065693430657,NA
Asian,X2060.0.0,Frequency of unenthusiasm / disinterest in last 2 weeks,Mental health,1,4,1.7187753446877534,NA
Asian,X2070.0.0,Frequency of tenseness / restlessness in last 2 weeks,Mental health,1,4,1.5869829683698298,NA
Asian,X2080.0.0,Frequency of tiredness / lethargy in last 2 weeks,Mental health,1,4,2.0120640713706406,FALSE
Asian,X2217.0.0,Age started wearing glasses or contact lenses,Other health,1,68,33.01226682887267,NA
Asian,X2296.0.0,Falls in the last year,Other health,1,3,1.2713909164639092,FALSE
Asian,X20008.0.0,Interpolated Year when non-cancer illness first diagnosed,Medical condition,1940.2,2010.7,1997.9200527169503,NA
Asian,X20009.0.0,Interpolated Age of participant when non-cancer illness first diagnosed,Medical condition,0,70,42.72537510137875,NA
Asian,X20010.0.0,Interpolated Year when operation took place,Operation,1940.5,2010.5,1991.012865977291,NA
Asian,X20011.0.0,Interpolated Age of participant when operation took place,Operation,0,72,35.81859286293593,NA
Asian,X20127.0.0,Neuroticism score,Mental health,0,12,4.6643349553933495,NA
Asian,X6138.0.0,Education,Socio-demographics,1,6,2.4569140308191404,NA
Asian,X864.0.0,Number of days/week walked 10+ minutes,Physical activity,0,7,5.152473641524736,NA
Asian,X874.0.0,Duration of walks,Physical activity,0,800,52.13757096512571,NA
Asian,X884.0.0,Number of days/week of moderate physical activity 10+ minutes,Physical activity,0,7,3.497262773722628,NA
Asian,X894.0.0,Duration of moderate activity,Physical activity,0,950,49.90551500405515,NA
Asian,X904.0.0,Number of days/week of vigorous physical activity 10+ minutes,Physical activity,0,7,1.9615774533657744,NA
Asian,X924.0.0,Usual walking pace,Physical activity,1,3,1.9998986212489864,NA
Asian,X943.0.0,Frequency of stair climbing in last 4 weeks,Physical activity,0,5,2.0895174371451746,NA
Asian,X1031.0.0,Frequency of friend/family visits,Social Support,1,7,3.146086780210868,NA
Asian,X1050.0.0,Time spend outdoors in summer,Sun Exposoure,0,20,3.442112733171127,NA
Asian,X1060.0.0,Time spent outdoors in winter,Sun Exposoure,0,20,2.209651257096513,NA
Asian,X1070.0.0,Time spent watching television (TV),Physical activity,0,24,2.6769059205190593,FALSE
Asian,X1080.0.0,Time spent using computer,Physical activity,0,22,1.3202554744525548,NA
Asian,X1100.0.0,Drive faster than motorway speed limit,Physical activity,1,4,1.4539740470397404,FALSE
Asian,X1110.0.0,Length of mobile phone use,Electronic device use,0,4,2.6124290348742902,FALSE
Asian,X1120.0.0,Weekly usage of mobile phone in last 3 months,Electronic device use,0,5,1.669910786699108,NA
Asian,X1130.0.0,Hands-free device/speakerphone use with mobile phone in last 3 month,Electronic device use,0,4,0.4581305758313058,NA
Asian,X1160.0.0,Sleep duration,Sleep,1,20,7.0522100567721004,NA
Asian,X1170.0.0,Getting up in morning,Sleep,1,4,2.9385644768856447,NA
Asian,X1180.0.0,Morning/evening person (chronotype),Sleep,1,4,2.0263584752635846,NA
Asian,X1190.0.0,Nap during day,Sleep,1,3,1.5874898621248987,NA
Asian,X1200.0.0,Sleeplessness / insomnia,Sleep,1,3,1.943633414436334,FALSE
Asian,X1220.0.0,Daytime dozing / sleeping,Sleep,0,3,0.45012165450121655,NA
Asian,X1269.0.0,Exposure to tobacco smoke at home,Smoking,0,100,0.4500202757502027,NA
Asian,X1279.0.0,Exposure to tobacco smoke outside home,Smoking,0,100,0.823499594484996,NA
Asian,X1289.0.0,Cooked vegetable intake,Diet,0,50,3.5859691808596916,NA
Asian,X1299.0.0,Salad / raw vegetable intake,Diet,0,50,3.0063868613138687,NA
Asian,X1309.0.0,Fresh fruit intake,Diet,0,50,2.608272506082725,NA
Asian,X1319.0.0,Dried fruit intake,Diet,0,100,1.5565693430656935,NA
Asian,X1329.0.0,Oily fish intake,Diet,0,5,1.2854825628548256,NA
Asian,X1339.0.0,Non-oily fish intake,Diet,0,5,1.3279602595296025,NA
Asian,X1349.0.0,Processed meat intake,Diet,0,5,1.285381184103812,NA
Asian,X1359.0.0,Poultry intake,Diet,0,5,1.9311638280616383,NA
Asian,X1369.0.0,Beef intake,Diet,0,5,0.5809002433090025,NA
Asian,X1379.0.0,Lamb/mutton intake,Diet,0,5,1.2190794809407948,NA
Asian,X1389.0.0,Pork intake,Diet,0,5,0.4840835360908354,NA
Asian,X1408.0.0,Cheese intake,Diet,0,5,1.960462287104623,NA
Asian,X1438.0.0,Bread intake,Diet,0,96,9.398925385239254,NA
Asian,X1458.0.0,Cereal intake,Diet,0,33,3.41595701540957,NA
Asian,X1478.0.0,Salt added to food,Diet,1,4,2.0227088402270885,NA
Asian,X1488.0.0,Tea intake,Diet,0,35,2.903183292781833,NA
Asian,X1518.0.0,Hot drink temperature,Diet,1,3,2.0958029197080292,NA
Asian,X1528.0.0,Water intake,Diet,0,30,4.554034874290349,FALSE
Asian,X1548.0.0,Variation in diet,Diet,1,3,1.8142741281427412,NA
Asian,X1558.0.0,Alcohol intake frequency,Alcohol,1,6,4.585867802108678,NA
Asian,X1727.0.0,Ease of skin tanning,Sun Exposoure,1,4,2.137469586374696,NA
Asian,X1737.0.0,Childhood sunburn occasions,Sun Exposoure,0,200,0.3968978102189781,NA
Asian,X2110.0.0,Able to confide,Social Support,0,5,3.126317923763179,NA
Asian,X2139.0.0,Age first had sexual intercourse,Sexual factors,3,58,20.902473641524736,NA
Asian,X2149.0.0,Lifetime number of sexual partners,Sexual factors,1,1000,5.727696674776967,NA
Asian,X2277.0.0,Frequency of solarium/sunlamp use,Sun Exposoure,0,90,0.11486212489862124,NA
Asian,X22033.0.0,Summed days activity,Physical activity,0,21,10.167072181670722,FALSE
Asian,X22034.0.0,Summed minutes activity,Physical activity,0,540,102.87145174371452,NA
Asian,X22037.0.0,MET minutes per week for walking,Physical activity,0,4158,827.1166970802919,NA
Asian,X22038.0.0,MET minutes per week for moderate activity,Physical activity,0,5040,748.4902676399026,NA
Asian,X22039.0.0,MET minutes per week for vigorous activity,Physical activity,0,10080,625.1305758313058,FALSE
Asian,X6142.0.0,Current employment status,Socio-demographics,0,1,0.6228710462287105,TRUE
Asian,X1140.0.0,Difference in mobile phone use compared to two years previously,Electronic device use,0,1,0.48763179237631793,NA
Asian,X6144.0.0,"Never eat eggs, dairy, wheat, sugar",Diet,0,1,0.10685320356853203,NA
Asian,X6162.0.0,Types of transport used (excluding work),Physical activity,0,1,0.7137064071370641,NA
Asian,X1210.0.0,Snoring,Sleep,0,1,0.5940794809407948,NA
Asian,X1468.0.0,Cereal type,Diet,0,1,0.2444241686942417,TRUE
Asian,X6164,Types of physical activity in last 4 weeks,Physical activity,0,1,0.5909367396593674,NA
Asian,X3059,Blow result ranking,Spirometry,0,1,0.7566909975669099,NA
Asian,X2247.0.0,Hearing difficulty/problems,Other health,0,1,0.19718167072181672,TRUE
Asian,X1150.0.0,Usual side of head for mobile phone use,Electronic device use,0,1,0.5362935928629359,TRUE
Asian,X1249.0.0,Past tobacco smoking,Smoking,0,1,0.7000202757502028,NA
Asian,X1418.0.0,Milk type used,Diet,0,1,0.621654501216545,NA
Asian,X1428.0.0,Spread type,Diet,0,1,0.3100162206001622,NA
Asian,X1448.0.0,Bread type,Diet,0,1,0.3961881589618816,NA
Asian,X1508.0.0,Coffee type,Diet,0,1,0.601581508515815,NA
Asian,X1717.0.0,Skin colour,Sun Exposoure,0,1,0.17731143552311435,NA
Asian,X1747.0.0,"Hair colour (natural, before greying)",Sun Exposoure,0,1,0.2873073803730738,NA
Asian,X1757.0.0,Facial ageing,Sun Exposoure,0,1,0.7339821573398215,TRUE
Asian,X1647.0.0,Country of birth (UK/elsewhere),Early life factors,0,1,0.10492700729927008,NA
Asian,X1707.0.0,Handedness (chirality/laterality),Early life factors,0,1,0.9139294403892944,NA
Asian,APOE4status,APOE4 status,Medical condition,0,1,0.2043795620437956,TRUE
Asian,History_of_Diabetes_p2443_i0,History of Diabetes diagnosed by doctor,Medical condition,0,1,0.17264801297648014,NA
Asian,Physical_Activity_p22032_i0,IPAQ activity group,Physical activity,0,1,0.7525344687753447,NA
Asian,X1797.0.0,Father still alive,Family history,0,1,0.2613544201135442,NA
Asian,X1835.0.0,Mother still alive,Family history,0,1,0.488544201135442,TRUE
Asian,X1920.0.0,Mood swings,Mental health,0,1,0.5115571776155717,NA
Asian,X1930.0.0,Miserableness,Mental health,0,1,0.4011557177615572,NA
Asian,X1940.0.0,Irritability,Mental health,0,1,0.25557583130575834,NA
Asian,X1950.0.0,Sensitivity / hurt feelings,Mental health,0,1,0.5962084347120844,NA
Asian,X1960.0.0,Fed-up feelings,Mental health,0,1,0.3919302514193025,NA
Asian,X1970.0.0,Nervous feelings,Mental health,0,1,0.2543592862935929,NA
Asian,X1980.0.0,Worrier / anxious feelings,Mental health,0,1,0.5455190592051906,NA
Asian,X1990.0.0,Tense / 'highly strung',Mental health,0,1,0.2605433901054339,NA
Asian,X2000.0.0,Worry too long after embarrassment,Mental health,0,1,0.4996958637469586,TRUE
Asian,X2010.0.0,Suffer from 'nerves',Mental health,0,1,0.22455393349553937,NA
Asian,X2020.0.0,"Loneliness, isolation",Mental health,0,1,0.2702757502027575,NA
Asian,X2030.0.0,Guilty feelings,Mental health,0,1,0.3376926196269262,NA
Asian,X2040.0.0,Risk taking,Mental health,0,1,0.3832116788321168,TRUE
Asian,X2090.0.0,"Seen doctor (GP) for nerves, anxiety, tension or depression",Mental health,0,1,0.23063665855636661,NA
Asian,X2100.0.0,"Seen a psychiatrist for nerves, anxiety, tension or depression",Mental health,0,1,0.1039132197891322,NA
Asian,X2188.0.0,"Long-standing illness, disability or infirmity",Other health,0,1,0.32765612327656124,TRUE
Asian,X2207.0.0,Wears glasses or contact lenses,Other health,0,1,0.8022100567721006,NA
Asian,X2227.0.0,Other eye problems,Other health,0,1,0.18065693430656937,NA
Asian,X2257.0.0,Hearing difficulty/problems with background noise,Other health,0,1,0.38270478507704786,TRUE
Asian,X2316.0.0,Wheeze or whistling in the chest in last year,Other health,0,1,0.2228304947283049,TRUE
Asian,X2335.0.0,Chest pain or discomfort,Medication history,0,1,0.22414841849148415,NA
Asian,X2453.0.0,Cancer diagnosed by doctor,Medical condition,0,1,0.03142741281427413,NA
Asian,X2463.0.0,Fractured/broken bones in last 5 years,Medical condition,0,1,0.06346309813463098,NA
Asian,X2473.0.0,Other serious medical condition/disability diagnosed by doctor,Medical condition,0,1,0.15135847526358476,TRUE
Asian,X2492.0.0,Taking other prescription medications,Medication history,0,1,0.4814476885644769,TRUE
Asian,X3079.0.0,Pace-maker,Operation,0,1,0.0024330900243309,NA
Asian,X1239.0.0,Current tobacco smoking,Smoking,0,1,0.0949918896999189,NA
Asian,X1259.0.0,Smoking/smokers in household,Smoking,0,1,0.12043795620437955,NA
Asian,X1538.0.0,Major dietary changes in the last 5 years,Diet,0,1,0.4700932684509327,TRUE
Asian,X2159.0.0,Ever had same-sex intercourse,Sexual factors,0,1,0.03588807785888077,NA
Asian,X2237.0.0,Plays computer games,Electronic device use,0,1,0.20103406326034065,NA
Asian,X20116.0.0,Smoking status,Smoking,0,1,0.7700729927007299,NA
Asian,X20117.0.0,Alcohol drinker status,Alcohol,0,1,0.5504866180048662,TRUE
Asian,X20160.0.0,Ever smoked,Smoking,0,1,0.3295823195458232,NA
Asian,X22035.0.0,At or above moderate/vigorous recommendation,Physical activity,0,1,0.4794201135442011,NA
Asian,X22036.0.0,At or above moderate/vigorous/walking recommendation,Physical activity,0,1,0.7503041362530414,NA
Asian,X1677.0.0,Breastfed as a baby,Early life factors,0,1,0.9011557177615572,NA
Asian,X1767.0.0,Adopted as a child,Early life factors,0,1,0.0097323600973236,NA
Asian,X1777.0.0,Part of a multiple birth,Early life factors,0,1,0.0129764801297648,NA
Asian,X1787.0.0,Maternal smoking around birth,Early life factors,0,1,0.03223844282238443,NA
Asian,Unnamed: 0_y,Unnamed: 0_y,Other,39,490162,243946.124594485,NA
Asian,AD,AD,Other,0,1,0.00425790754257907,NA
Asian,vascular,vascular,Other,0,1,0.00223033252230332,NA
Asian,Lewy_body,Lewy_body,Other,0,1,2.0275750202757e-4,NA
Asian,ACD,ACD,Other,0,1,0.0154095701540957,NA
Asian,Others,Others,Other,0,1,0.00922546634225466,NA
Black,Unnamed: 0_x,Unnamed: 0_x,Other,50,490192,242029.4412130251,NA
Black,AF_p20002_i0,History of Atrial Fibrillation determined by self report non-cancer codes,Medical condition,0,1,0.00149142431021625,NA
